away_abbr,away_name,away_score,home_abbr,home_name,home_score,date,year,neutral,away_short_rest,away_long_rest,home_short_rest,home_long_rest,f+/-,s&p+,fei,average_ranking,team_rankings_rating,strength_of_schedule,away_points_per_play,away_yards_per_play,away_yards_per_rush,away_yards_per_pass,home_points_per_play,home_yards_per_play,home_yards_per_rush,home_yards_per_pass,result,close
connecticut,Connecticut,45.0,duke,Duke,14.0,Sep 1,2007,0,0,0,0,0,-1.4554145580343112,-1.4721844525883656,-1.4242714350463506,-2.229340959487547,-1.659783323924609,-0.15969993936936178,-0.745283727951196,0.05571638919639432,-0.24354415081511402,-0.9247786281407363,-2.3812841849567166,-2.0331848588459334,-1.7072158067231704,-1.6987984833531655,-31.0,-3.5
middle-tennessee-state,Middle Tennessee State,14.0,florida-atlantic,Florida Atlantic,27.0,Sep 1,2007,0,0,0,0,0,0.2043507809806432,0.1752574630001884,0.21681636610146116,0.5211802692344072,-0.09546827082237441,-0.03055026386082682,-0.915011213353792,0.06347404713487798,-0.2743106055159017,0.08886384399093339,0.35936284028600923,0.6800451696652883,0.3907296189008538,0.47976876841331084,13.0,2.5
oklahoma-state,Oklahoma State,14.0,georgia,Georgia,35.0,Sep 1,2007,0,0,0,0,0,0.5232425759905853,0.0425841180354849,0.984568363357454,0.8455063321311549,0.3901292396818855,-0.10639596203886881,0.028312887258999053,-0.8261688372677108,-0.6765161574032245,-1.0028743073145807,1.3852449735443115,1.2948266339881518,0.8131286388966747,1.3696330604254732,21.0,6.0
missouri,Missouri,40.0,illinois,Illinois,34.0,Sep 1,2007,1,0,0,0,0,-0.6640390915234728,-0.6035644085024143,-0.7150113743684472,-0.7206034294280003,-1.2509269278481354,-1.0153116465725815,-0.6385699145425431,-0.8416841531446809,-0.3306352148553505,-0.6519241581707731,-0.5436244760575589,0.6610142550432659,1.2444980171337343,-0.6095148574699267,-6.0,-5.0
central-michigan,Central Michigan,7.0,kansas,Kansas,52.0,Sep 1,2007,0,0,0,0,0,1.4863606575547694,1.3085342464226826,1.6256463646272654,1.8196570332247308,2.094201115505775,1.6749280811568803,0.507406723243577,0.09450467888881975,-0.16662801406314676,1.4275313293503502,2.564137268871213,1.8905771836889915,0.6738900404930773,1.9545348756616914,45.0,7.5
mississippi,Ole Miss,23.0,memphis,Memphis,21.0,Sep 1,2007,0,0,0,0,0,-1.0287126543637521,-1.3443910282730291,-0.7248616257045689,-0.3305619673416338,-0.9126538444011487,-2.3374220504646224,-0.18401645989279625,-1.3427486153999924,-1.5682599980540877,-0.6810899360763413,-0.36403831658981256,0.5263498035845731,0.37278890241837787,-0.36212136773300263,-2.0,-2.0
marshall,Marshall,3.0,miami-fl,Miami (FL),31.0,Sep 1,2007,0,0,0,0,0,0.12071090141380197,0.21740469774233362,0.016976822182068474,0.5935304490903929,0.5387108769396842,0.6556461211718212,0.4510118755353715,0.08286819198109074,0.5789751667589778,-1.2724881352950375,0.12813048311378827,0.4031039008990924,0.6333253827430978,0.8844409121247923,28.0,19.0
alabama-birmingham,UAB,18.0,michigan-state,Michigan State,55.0,Sep 1,2007,0,0,0,0,0,2.4051029071670325,2.424150415143806,2.2666099883927058,1.8986176028493817,1.9797786289254349,1.4049562305344083,0.8999617027604412,1.3052611082308068,1.065788469073465,1.3918842674657679,1.9407519586897877,2.0671096473161352,2.6548247176521897,1.4837349741207664,37.0,24.0
bowling-green-state,Bowling Green State,32.0,minnesota,Minnesota,31.0,Sep 1,2007,0,0,0,0,0,0.2680949139567421,0.3468280309239653,0.17504539820674048,-1.0372848601836182,-0.043077522046666816,0.8558319037199491,-1.8419981383001527,-2.4278577329954647,-1.5836432254044812,-1.5356206792964766,0.28027693994125735,0.8375467186704093,1.3431719577873529,-0.08594338447656702,-1.0,13.5
nevada,Nevada,10.0,nebraska,Nebraska,52.0,Sep 1,2007,0,0,0,0,0,0.7465311854231641,1.4402394520171278,0.08339174914762226,0.5423220568916156,0.5382384088173012,1.8206592317178467,-1.9993231592493568,-2.5573838737112236,-2.4471039249676294,-2.3480230766530137,1.565020779418323,2.0404663668453025,0.8490100718616267,2.059041958183814,42.0,21.0
central-florida,UCF,25.0,north-carolina-state,North Carolina State,23.0,Sep 1,2007,0,0,0,0,0,-0.9341728187203147,-0.5232969181879975,-1.3241114703274741,-1.0113245854139459,-0.8497162045962199,0.4703778296873292,-1.4000840014076,-0.23048769501982233,-1.5067270886525135,0.44953591910326385,-1.6313070306817454,-1.898520407387239,-2.282110916820039,-2.0459016400256287,-2.0,7.0
iowa,Iowa,16.0,northern-illinois,Northern Illinois,3.0,Sep 1,2007,0,0,0,0,0,-1.6122925907754313,-1.632134874565582,-1.5080478447197532,-1.4997317997860253,-1.6247689645098988,-1.6505965440020434,1.006967758009197,0.5102349038207937,-0.40755135160731815,0.2904241901917298,-2.8765604797944677,-1.752437407155333,-1.5812347000170206,-1.3181134175746085,-13.0,-12.0
georgia-tech,Georgia Tech,33.0,notre-dame,Notre Dame,3.0,Sep 1,2007,0,0,0,0,0,-1.0005661521245908,-0.7633040465971371,-1.1993361409138577,-1.0270704432050644,-1.0505714878963166,0.08179455629427973,0.48856689927194946,0.8546214225756485,-0.9968389453124354,1.9116680714896335,-2.6959209686793284,-3.843273605494881,-3.634328334434856,-1.512735335859099,-30.0,-1.0
north-texas,North Texas,10.0,oklahoma,Oklahoma,79.0,Sep 1,2007,0,0,0,0,0,3.3347451128558916,3.4808986926948444,3.12520355442678,3.0737837092407005,3.954578369900961,3.101883071412531,1.7355429459694438,1.0035417081376212,1.339961574931496,1.1611581433594031,5.289900284452187,3.7196968449599632,2.888450123253196,3.6239229011945637,69.0,38.5
houston,Houston,27.0,oregon,Oregon,48.0,Sep 1,2007,0,0,0,0,0,2.211193848825305,2.1917560654103903,2.109056111137705,1.4937903360479674,1.554178505776971,1.8985828589082292,0.5438773144487192,-0.5283282661437678,-0.18970285508873663,-1.2498036413684834,1.944291306444502,1.129712719134222,1.4016773320198084,0.7607441672563302,21.0,18.0
florida-international,Florida International,0.0,penn-state,Penn State,59.0,Sep 1,2007,0,0,0,0,0,2.523069693935795,2.8248653210179273,2.1749163072070576,2.5883074595515128,3.0227867975380724,1.8693769982108877,3.240106620372484,3.3149225709520524,2.6416025811448787,2.607087085798233,2.218194701749111,1.4523281829932715,2.228138564200157,0.40404617941069754,59.0,37.0
eastern-michigan,Eastern Michigan,3.0,pittsburgh,Pitt,27.0,Sep 1,2007,0,0,0,0,0,1.4632009430072825,1.6597097287109475,1.2584655997441547,0.9465849359754416,1.189438580551384,1.6310117019076757,0.5941685858810177,2.092529654702336,0.7122159128503949,1.6388136015196704,0.3346193729851815,0.10332553458646965,1.0241301032301773,-0.4426413723222008,24.0,20.0
louisiana-lafayette,Louisiana,14.0,south-carolina,South Carolina,28.0,Sep 1,2007,0,0,0,0,0,1.8844125586103007,2.0421218622866975,1.6334263831342652,1.7956956538440207,2.0764303265113337,2.6367337979975405,0.7770214907579606,-0.6927638675827096,-3.4284221432718005,2.506306912697835,0.7187248056277651,0.6914637184385019,0.27840209522096926,0.6226551756281125,14.0,28.0
idaho,Idaho,10.0,southern-california,USC,38.0,Sep 1,2007,0,0,0,0,0,3.06288856592412,2.895037182310832,3.0834325865320595,3.2229474282900754,3.482050285204462,2.9509365885841827,2.7507653378633092,3.0248396577665937,2.280338411246612,2.8767009137786883,2.420038332410364,1.4409096342200582,0.9075154460940829,1.631418796922153,28.0,49.0
ucla,UCLA,45.0,stanford,Stanford,17.0,Sep 1,2007,0,0,0,0,0,-1.1703958171290996,-1.3235281947844502,-0.9657344026154868,-1.0419822357805724,-1.2649412899006622,-0.9009800778191024,0.8177605764184686,0.3613146182588236,0.015245727692522831,0.04349485613782844,-2.479572621168857,-2.9591632382546305,-2.560588113627234,-2.412194459044431,-28.0,-16.5
arkansas-state,Arkansas State,13.0,texas,Texas,21.0,Sep 1,2007,0,0,0,0,0,2.085365025836734,2.2613813550980235,1.8170653760151785,2.159820554634967,2.13037129859492,2.265990242516784,0.8581658788366489,0.5373867066054929,0.7429823675511824,0.5438348082246474,1.3700661978602313,0.9684049872046977,1.1680519264188023,0.598668097695188,8.0,40.0
baylor,Baylor,0.0,texas-christian,Texas Christian,27.0,Sep 1,2007,0,0,0,0,0,1.465800496156784,1.2835488477725017,1.6499986610619515,1.3388073237565299,1.6317591127346889,0.2922040308653997,3.1189184073860945,2.0886508257330925,2.5006702213782646,2.3731203197023616,0.7307435263696639,0.39929771797468816,0.11225242209365788,0.775136414016085,27.0,21.5
new-mexico,New Mexico,6.0,texas-el-paso,UTEP,10.0,Sep 1,2007,0,0,0,0,0,-0.6647770988000905,-0.686344167011175,-0.6162010642011534,-1.6663233771735648,-1.1963963849087564,-1.0402376532528248,-0.42886783990262256,-1.193828329838021,-0.4152429652825156,-1.412156012269526,-0.601748463070495,-0.4034347587485312,-0.9657749321701741,-0.13871495592900185,4.0,-4.0
purdue,Purdue,52.0,toledo,Toledo,24.0,Sep 1,2007,0,0,0,0,0,-1.6292120373834111,-1.5954717310234579,-1.5912294913704244,-1.4525428162318725,-1.6695023814424734,-1.626291454857119,-2.6864224593940644,-1.9539450735248511,-1.4350192519626699,-1.2951726292215893,0.15349544944144589,0.21134670557433244,1.037783686256443,-0.9710102609021456,-28.0,-5.5
east-carolina,East Carolina,7.0,virginia-tech,Virginia Tech,17.0,Sep 1,2007,0,0,0,0,0,0.9484494649234493,0.4534522518765005,1.3341131395222248,1.267078909098232,1.3122798230158494,1.3274465483675715,0.7302896058941463,1.1796137964842905,0.36633497030252093,1.6679793794252376,0.22698785854472725,-0.5190682955852014,-1.1545485465649896,0.8556564186052842,10.0,28.0
western-michigan,Western Michigan,24.0,west-virginia,West Virginia,62.0,Sep 1,2007,0,0,0,0,0,2.720893405548884,2.7922291566456767,2.5090325804878555,2.335022063590453,2.570774583062798,2.4912096199483473,2.084939274325052,1.786931425639907,2.3674294752868477,0.3228306100868055,2.4902130071473656,2.3326323673091163,3.2839380685253023,0.9601635011274068,38.0,23.5
washington-state,Washington State,21.0,wisconsin,Wisconsin,42.0,Sep 1,2007,0,0,0,0,0,0.8624121351163636,0.6144284121693583,1.075455683137284,0.8197714217755706,0.43081727375393686,-0.6560418220800663,0.8259222406846445,-0.8494418110831661,0.14079486010874262,-0.288011441068935,0.3596050465003069,0.22276525434754585,0.17972815456735186,1.336051151319379,21.0,14.5
virginia,Virginia,3.0,wyoming,Wyoming,23.0,Sep 1,2007,0,0,0,0,0,-1.02435612059055,-0.6005827795472187,-1.4408665884749112,-1.5333629151438282,-1.0928097452762464,-0.5599639162624255,0.6515786304502822,2.237571111295065,1.8652329456219667,1.2716602424283237,-2.7359483312803006,-2.6555786890176045,-2.2056648261051066,-2.150408722547752,20.0,-2.5
washington,Washington,42.0,syracuse,Syracuse,12.0,Aug 31,2007,0,0,0,0,0,-1.9006798648865715,-1.8091319347439974,-2.0411000796354095,-1.1487951041699695,-1.6689244696052559,-1.1518621715640325,-1.4458283836785053,-1.6444680154931792,-2.1652392054344016,-0.9312599121197513,-1.000874991973062,-0.5038435638875834,-1.4287386099159747,0.8652512497784539,-30.0,-3.5
navy,Navy,30.0,temple,Temple,19.0,Aug 31,2007,0,0,0,0,0,-1.1016254648807235,-0.6248684216550174,-1.4247003506877431,-1.3951069397116516,-1.4777492095785538,-0.8787529176865194,-2.139963374155729,-1.621195041677724,-3.0363915186727466,-2.0881311746410813,-0.38202982138571207,-0.6537327470438942,-1.4825607593634031,1.626621381335568,-11.0,-21.0
miami-oh,Miami (OH),14.0,ball-state,Ball State,13.0,Aug 30,2007,0,0,0,0,0,0.7289849986912675,0.8163532720525721,0.6501261141891974,0.3659226937398707,0.5645450564292769,0.24912374555789862,0.9339711870626101,-1.0332715573683204,-1.0506802410388127,-0.4438825279909616,-0.11192857287597918,0.053845156569211405,0.20663922929106532,0.34647719237167895,-1.0,4.0
kent-state,Kent State,23.0,iowa-state,Iowa State,14.0,Aug 30,2007,0,0,0,0,0,0.37613952951811014,0.5969883872999994,0.09150346241729923,0.5262895036762016,0.3200457704006767,1.4670268884108713,-0.10216296392722679,-0.10096155430406362,-0.21277769611432695,-0.3236585029535184,-0.7863911415430802,-1.2685142113667576,-1.7789786726530745,0.19023459877986548,-9.0,3.5
tulsa,Tulsa,35.0,louisiana-monroe,Louisiana-Monroe,17.0,Aug 30,2007,0,0,0,0,0,-1.5652298837120064,-1.5470254506481438,-1.5159879917328727,-1.0347672158356738,-1.2400794218817301,-0.8693653196052308,-1.7622304245930036,-3.1647015028668397,-1.2787036648456631,-3.3130559189420685,-0.24822219518450583,0.3878791692014745,1.0736651192213948,0.04734819156506487,-18.0,-3.5
louisiana-state,LSU,45.0,mississippi-state,Mississippi State,0.0,Aug 30,2007,0,0,0,0,0,-1.9942574020507124,-2.00214989480797,-1.873209846650709,-1.1677621352980432,-2.034581955849714,-0.9556416823180375,-1.228215345210285,-0.06605209358088071,-1.0993132367030658,0.9401539452215613,-1.9590684466016826,-3.566332336728685,-2.309021991543752,-3.3777813400592067,-45.0,-19.5
utah,Utah,7.0,oregon-state,Oregon State,24.0,Aug 30,2007,0,0,0,0,0,-0.03794135523820119,-0.051432205701194555,-0.032242469456974954,0.21397159191011317,-0.007496909813314634,0.9100713593007265,0.7139524302277178,1.9436093691403633,2.5622031307798387,0.43009206716621945,-2.4047001274136823,-2.3558003227049817,-0.06286760927489213,-3.50147808492767,17.0,5.0
buffalo,Buffalo,3.0,rutgers,Rutgers,38.0,Aug 30,2007,0,0,0,0,0,1.9427931570614643,2.1396663865838437,1.6750486602733032,1.4291435008480096,1.6260854380773475,1.6747211086451075,0.562286425239493,0.8468637646371635,0.007554114017326086,0.8069673522260878,0.3742994097557911,1.4256849025224403,1.064694760980157,1.6831543079918407,35.0,30.5
nevada-las-vegas,UNLV,23.0,utah-state,Utah State,16.0,Aug 30,2007,0,0,0,0,0,-0.7934691977214459,-0.7832943267071859,-0.7834850964126859,-0.38525078319478867,-0.6723053849479058,-1.196714029063521,0.2688403842771594,-0.727673328305891,-1.0429886273636166,-0.4471231699804701,-0.3006475713399071,-1.118625028210447,-0.3639687473495923,0.14226044291401768,-7.0,-6.0
colorado,Colorado,14.0,arizona-state,Arizona State,33.0,Sep 8,2007,0,0,0,0,0,0.34762473924648213,0.3487361285676551,0.32590012437105076,1.0806276025067807,0.7615268100540495,0.23034034550071003,0.7217526169834161,0.8468637646371635,0.4226595796419709,1.534792786429764,0.8041308158568818,-0.06940074611626795,-1.275846428486111,1.5690523942965497,19.0,16.0
south-florida,South Florida,26.0,auburn,Auburn,23.0,Sep 8,2007,0,0,0,0,0,-0.691370480222087,-0.9112409359596328,-0.4150690544823641,-0.07784658022835633,-0.37350976144674586,-0.1362309441661409,0.36034299595304475,1.1718561385458057,0.18694454215992373,1.3105479463024154,-1.1615533815957475,-1.744825041306524,-0.6783273771217402,-1.936597141916921,-3.0,7.0
rice,Rice,17.0,baylor,Baylor,42.0,Sep 8,2007,0,0,0,0,0,0.09511430504546681,0.32249459582030215,-0.2169394542533234,0.2024007023516352,0.04360519634722859,0.947944516235457,-1.9933026657779003,-1.3349909574615073,-0.007829113333067461,-1.412156012269526,0.528762809110177,1.0178853652219562,0.02683597313748831,0.32352617482149837,25.0,7.5
north-carolina-state,North Carolina State,17.0,boston-college,Boston College,37.0,Sep 8,2007,0,0,0,0,0,1.0882471366252136,0.6564126560248741,1.5005622159518464,1.44986351307466,1.0597952149810372,0.21052208288465685,2.4484900661501436,2.3981278837647655,3.802311227591648,1.892224219552587,-0.16702959154496597,0.06526370534242482,-0.38190946383206764,-0.8569083472068522,20.0,13.5
toledo,Toledo,31.0,central-michigan,Central Michigan,52.0,Sep 8,2007,0,0,0,0,0,0.6758172360317346,0.5287724166466489,0.7998542219354496,0.5645645284668065,0.35935543435004835,0.37107134020067845,-1.7045004439154865,-1.6328315285854516,-1.2248623691192857,-1.0450026531781793,2.9182324759759997,2.2055802816992323,2.3494364461212798,1.374430476012058,21.0,3.0
louisiana-monroe,Louisiana-Monroe,26.0,clemson,Clemson,49.0,Sep 8,2007,0,0,0,1,0,1.9252332408369408,1.7057687447322012,2.1420291007365204,1.5134602169007003,1.9200859136955675,1.67993644091249,1.8216510892563025,1.477454367608235,0.0767786370940976,2.1456348375855043,0.5972100733649238,0.8451590845192184,1.1005761939451089,0.028158529218724304,23.0,25.0
california,California,34.0,colorado-state,Colorado State,28.0,Sep 8,2007,0,0,0,0,0,-1.590966963115574,-1.5654336148877612,-1.5407749226841703,-1.678733728247614,-1.4232693599022204,-1.2235274000335565,-1.4040048654865616,-1.7817518141474245,-2.2907883378506213,-1.0352807272096567,-0.9853694832844828,-0.8378775765198467,-0.40882053855578215,-0.019815626647124662,-6.0,-14.0
north-carolina,North Carolina,31.0,east-carolina,East Carolina,34.0,Sep 8,2007,0,0,0,0,0,0.42058895393940643,0.9214529760800589,-0.04952388791176396,0.47087770980217647,-0.02656800044149532,-0.71508266490468,0.7181793832808576,0.21239433269685087,1.4193610252965354,-0.6648867261288034,0.33681060307017036,-0.39582239289972215,0.26514460352352187,0.02336111363214044,3.0,6.0
ball-state,Ball State,38.0,eastern-michigan,Eastern Michigan,16.0,Sep 8,2007,0,0,0,0,0,-1.1886440933515654,-1.2961077387843443,-1.0912874990588286,-1.0098417221137315,-1.1142315174977675,-0.709238211207367,-1.8182499476566543,-2.2556644736180367,-1.6938091304703073,-1.6331602104073681,-0.37705782917107344,0.5529930840554032,1.3700830325110667,-0.30455238069398405,-22.0,-3.5
troy,Troy,31.0,florida,Florida,59.0,Sep 8,2007,0,0,0,0,0,1.6000684482104046,1.8899472098718342,1.2427454342240352,0.892868324139809,1.3549124800292227,1.4804791641028732,-0.27503296985152625,0.07898936301184817,0.4841924890435444,0.29690547417074487,2.425526704035767,2.3174076356114996,2.5740914934810477,1.382989246802484,28.0,25.0
maryland,Maryland,26.0,florida-international,Florida International,10.0,Sep 8,2007,0,0,0,0,0,-2.207315415220177,-2.2056666765111332,-2.091142889305927,-2.096305179236596,-2.7680407796910456,-2.393962815358737,-1.6166541487466106,-0.727673328305891,-0.43062619263290847,-2.003554211488221,-2.5435323056375614,-2.0293786759215275,-0.7637438260779096,-2.5023092948067998,-16.0,-23.0
alabama-birmingham,UAB,24.0,florida-state,Florida State,34.0,Sep 8,2007,0,0,0,1,0,1.9837029181473835,2.064441807805424,1.8081987712166507,1.9200492150210786,1.8647001620189374,1.784044317642977,1.693719427777501,1.1485831647303502,1.4655107073477163,1.268419600438816,0.7694753311089438,1.6174420978472004,1.8057395442043362,0.8892383277113782,10.0,37.0
south-carolina,South Carolina,16.0,georgia,Georgia,12.0,Sep 8,2007,0,0,0,0,0,0.6633159430709819,0.32935001900826055,1.0262135159973662,0.9491419796218609,0.5729911875392969,-0.05851428948753101,1.2327286136095186,0.8546214225756485,1.70891735850496,0.19936594305985483,0.4085756016911954,0.21895907142314136,1.7250063200331942,-1.3516953266807026,-4.0,3.5
syracuse,Syracuse,0.0,iowa,Iowa,35.0,Sep 8,2007,0,0,0,0,0,0.7951026367169115,0.4669130905718498,1.1998192535351633,0.6984462813243305,0.8025428342891795,-0.8056306777399729,2.980725452248621,2.386491396857038,3.607537572098656,0.07914191802241066,-0.3940485421276103,-0.046563648569841076,0.2604613787384933,0.29953909688857405,35.0,24.0
san-jose-state,San Jose State,14.0,kansas-state,Kansas State,34.0,Sep 8,2007,0,0,0,0,0,1.2819301468669846,1.3445932194141532,1.2246976864899577,0.6534075931070673,1.3592194435824596,1.667105082755807,0.4662230772681396,0.21239433269685087,1.8037000362203934,-0.7980733191242768,1.339571559893839,1.1373250849830308,0.9703079537827481,-0.219234960518201,20.0,20.0
kent-state,Kent State,20.0,kentucky,Kentucky,56.0,Sep 8,2007,0,0,0,0,0,1.9512083409358145,1.9386042741296414,1.8584703358959107,2.31374549105176,1.869178978757374,2.538362786761174,0.7908144767169647,0.5257502196977653,-1.1454629187542453,1.2813821683968465,1.3219067881024398,0.38026680335266555,-0.6872977353629776,1.6170265501623973,36.0,14.0
ohio,Ohio,31.0,louisiana-lafayette,Louisiana,23.0,Sep 8,2007,0,0,0,0,0,-0.4918820549535394,-0.3751970379388718,-0.5583324850218874,-0.67573830706076,-0.9210335660408038,-0.1508256706201998,-2.2466494932962306,-1.3272332995230223,-1.6784259031199138,-1.1490234682680858,0.024333082450379018,0.9798235359779112,3.180580903086657,-1.546317244965193,-8.0,-1.0
virginia-tech,Virginia Tech,7.0,louisiana-state,LSU,48.0,Sep 8,2007,0,0,0,0,0,0.6806480542982714,0.6772754895134534,0.6350121494422463,0.07890870765782654,0.521861706152859,0.18819553844349302,0.7387712062685761,2.4020067127340066,1.9753988506877938,0.8264112041631323,-0.342697110445467,-1.0182162230713934,-0.5164648374506375,-1.3564927422672877,41.0,11.5
hawaii,Hawaii,45.0,louisiana-tech,Louisiana Tech,44.0,Sep 8,2007,0,0,0,0,0,-1.3354253109612875,-0.8517786801884126,-1.8243794385265282,-2.128597083491237,-2.0285412567848238,-0.7859117994325004,-2.7760346007131065,-3.317500617398055,1.0273304006974815,-3.2090351038521634,-1.46101138963428,-1.8947142244628346,-0.7996252590428616,-2.2789028830027993,-1.0,-28.0
west-virginia,West Virginia,48.0,marshall,Marshall,23.0,Sep 8,2007,0,0,0,0,0,-2.9400398585930523,-2.9816123109997874,-2.7567047211404523,-2.937606271304814,-3.156209452361095,-2.4673002317116683,-3.362120644812363,-3.3252582753365383,-3.805069540520461,-2.247242903552615,-1.984780738759702,-1.164299223303301,-1.235281770736131,-0.13391754034241576,-25.0,-25.5
oregon,Oregon,39.0,michigan,Michigan,7.0,Sep 8,2007,0,0,0,0,0,-0.7576645190690121,-0.7242438327514342,-0.7648826177824073,-0.35124914293510057,-1.0558897971646848,-0.7222847457704349,-0.14354192180424108,0.09450467888881975,-1.7347505124593627,1.5477553543877942,-1.1777855089272222,-0.991572942600562,-0.9388638574464596,-0.47622328142829495,-32.0,8.0
bowling-green-state,Bowling Green State,17.0,michigan-state,Michigan State,28.0,Sep 8,2007,0,0,0,0,0,1.6808211066537617,1.6690002092488303,1.600287546154111,0.7367763695846297,1.1873768548766528,1.5645618057055342,-0.514934441787256,0.23566730651230472,0.8146902042410248,0.06941999205388791,1.183833195503623,0.8375467186704093,1.2218740758662312,0.8652512497784539,11.0,18.0
miami-oh,Miami (OH),35.0,minnesota,Minnesota,41.0,Sep 8,2007,0,0,0,0,0,0.44574894049773306,0.7483002922858512,0.17504539820674048,-0.6023694506286043,0.14849213761347824,0.7600685586172737,-0.1698481492892383,-1.816661274870606,-1.5836432254044812,-0.8142765290718147,-0.9039346734306453,-0.5457115760560329,0.6918307569755533,-1.19921408829273,6.0,8.0
missouri,Missouri,38.0,mississippi,Ole Miss,25.0,Sep 8,2007,0,0,0,0,0,-2.21838331331726,-1.9840677123416115,-2.356957006799044,-2.4428715964479806,-2.180406852862154,-1.262543007730344,-1.3951202461994288,-1.3117179836460533,-1.5298019296781038,-0.40499482411687054,-1.938001413653802,-0.687988393363536,-0.6962680936042156,-1.0851121745974377,-13.0,-6.0
wisconsin,Wisconsin,20.0,nevada-las-vegas,UNLV,13.0,Sep 8,2007,0,0,0,0,0,-1.6065163916311866,-1.355953575274207,-1.7991921863099307,-2.297566929764936,-1.604503015962813,-0.5573562501287342,-0.5457737112995715,-0.7044003544904373,-1.2710120511704663,-1.3862308763534656,-1.9594477394142136,-0.6765698445903224,-0.03595653455117814,-1.1896192571195603,-7.0,-25.0
