date,away_abbr,away_name,away_score,home_abbr,home_name,home_score,year,neutral,away_short_rest,away_long_rest,home_short_rest,home_long_rest,dvoa,home_off_dvoa,away_off_dvoa,sp_dvoa,team_rankings_rating,strength_of_schedule,away_points_per_play,away_yards_per_play,away_yards_per_rush,away_yards_per_pass,home_points_per_play,home_yards_per_play,home_yards_per_rush,home_yards_per_pass,result,close
September 16,htx,Houston,34,car,Carolina,21,2007,0,0,0,0,0,-0.836088095238582,0.44689491348888444,-0.004294024912587124,-2.8321262574093424,-0.7603193791931309,-0.4354630225759436,-0.420175528108772,-0.021798978155608606,1.1036032601764805,-0.7102545140909524,-0.2545286249722266,-0.2803563337271374,0.8364587961293017,-1.0067567751097295,-13,6.5
September 16,buf,Buffalo,3,pit,Pittsburgh,26,2007,0,0,0,0,0,1.2062051101679911,0.531747305923779,0.7388600199149287,-1.4713034296564793,1.646687168320242,-1.3831453853260784,1.8958944161782738,2.566319036244364,0.13768050228988118,2.916348255876799,0.395313040907656,0.8827883831131484,1.0732550890284873,1.0591963648813874,23,10.0
September 16,clt,Indianapolis,22,oti,Tennessee,20,2007,0,0,0,0,0,-0.9436182304967005,-1.7819619852484658,3.008141887327517,1.4523836852623881,-1.67948884476451,0.0440191513680237,-0.3082406454500476,0.1809156283273592,0.8586124920556422,0.007958599237227748,-2.348717486956904,-2.2871146476461743,-1.091658129296591,-1.5861584559848523,-2,-6.5
September 16,cin,Cincinnati,45,cle,Cleveland,51,2007,0,0,0,0,0,0.38975920125303,1.572626957956183,-0.06727732384367258,1.9155772366814043,0.181246587218218,-0.15739309501126586,-0.6794138553304869,-1.220933209824831,-0.3733615058469272,-0.5782614438700336,1.3973906422679907,1.6582181943400038,1.0636132083906582,0.9863592448351515,6,-7.0
September 16,nor,New Orleans,14,tam,Tampa Bay,31,2007,0,0,0,0,0,1.3646798343073592,1.7425908516746835,1.691298281374805,1.0169794979007911,0.471717974460907,-0.25186443694054794,1.155763987718871,1.1773352535136135,1.3415738709989409,1.4353006023348962,0.9753627424544822,1.974573293244536,0.10678615615608311,2.155086330754289,17,-5.5
September 16,atl,Atlanta,7,jax,Jacksonville,13,2007,0,0,0,0,0,2.493266965676308,2.442377675820617,-0.8477573853271736,0.003866813494765191,2.4918311705848946,2.0326676414146494,1.510096133164771,0.5691914340647082,0.37565111311234245,0.687963607894923,1.8431950484695259,1.6582181943400038,1.5372057941890314,1.3737254585834857,6,10.0
September 16,dal,Dallas,37,mia,Miami,20,2007,0,0,0,0,0,-2.213705684905645,-1.194528522307205,-0.5088735334696202,-0.5129685411455563,-2.57848153044485,-0.051639767944184345,-3.553437735366578,-2.614205344362725,-1.5632145599592326,-3.227207071847112,-1.4574227118080003,-1.882353795569771,-0.13001013674310236,-2.4900129547309655,-17,-3.0
September 16,min,Minnesota,17,det,Detroit,20,2007,0,0,0,0,0,-1.5228102709239744,-0.6806550810273878,-1.9295311481573543,-1.3408547525375965,-1.2212381938892427,0.9905139367352327,-1.7690999455222445,-2.01892658033526,-3.6909097427646267,-0.7147966258702997,-1.0139773697081185,0.07326667896034272,-2.3045652357060096,0.17189403497829825,3,3.0
September 16,sea,Seattle,20,crd,Arizona,23,2007,0,0,0,0,0,-1.375732324642068,-1.049527391758968,-0.2266841567803426,-1.2638803484129906,-0.911744086714986,-0.635093902880844,-1.554961801487383,-0.026087329962755753,1.0965831028781023,-0.36798095387243146,-0.44453967192333044,-0.22604247348121448,-1.0771953083398473,-0.18236784108398518,3,-2.5
September 16,kan,Kansas City,10,chi,Chicago,20,2007,0,0,0,0,0,0.7456039581345828,-1.8488612624365526,-0.6320862254145126,3.309148782326898,0.9378702471124504,0.7065061222559237,1.8819094661482283,0.6619720336919,1.0685024736845947,0.20915486567613595,-0.4665851887180359,-1.3721412438585252,-1.5363250731814768,-0.7319604637678147,10,11.5
September 16,rai,Oakland,20,den,Denver,23,2007,0,0,0,0,0,1.4325900668417322,1.2321870396692107,-1.8637825536725714,0.11876042334477943,0.29331749038807997,0.4207169417022253,-0.5227296938957005,0.36647682758174027,-1.5702347172576077,0.2628605161203744,1.2048672972835546,2.4506939520298356,3.223705486396821,1.8008244546920045,3,9.5
September 17,was,Washington,20,phi,Philadelphia,12,2007,0,0,0,0,0,0.25100044315995135,-0.16326711317253007,0.49019760818122193,-1.3140338509269462,0.21078765790377724,-0.14017322295883505,1.3957730086492752,0.6705487373061944,1.3415738709989409,0.21369697745548194,-0.9790009858803437,-0.6308033255576181,0.8027122138969002,-1.2550771934397282,-8,6.5
September 23,crd,Arizona,23,rav,Baltimore,26,2007,0,0,0,0,0,0.41219921735373916,-0.311945997695683,0.6742016867603579,1.0188292152532499,-0.6632946676451345,2.2127034949012665,-1.7989625736822032,0.17662727652021215,4.029452163029784,-2.1175568596355205,-0.16681382897924846,-1.1782837910518118,-0.3716273699612034,-1.3775708200150387,3,7.0
September 23,min,Minnesota,10,kan,Kansas City,13,2007,0,0,0,0,0,-1.0545560773245741,-1.2506700082221585,0.2925216765345854,-1.4491068214269736,-1.4441745054263657,0.2299928917692719,-0.3673257786669475,-0.8197923486660403,-3.6909097427646267,0.02799825679032629,-2.8119698842417047,-1.8653078491067985,-3.9621392860003146,-0.9902046062667046,3,3.0
September 23,sfo,San Francisco,16,pit,Pittsburgh,37,2007,0,0,0,0,0,2.6403361545119632,1.2391262982179012,-0.7050027751078423,-1.5390292470187963,2.4039650104589034,0.6007527951888421,2.4090097462235085,3.955302818975114,-0.10029010853257904,4.7642512389696705,0.395313040907656,-0.31444822665308586,-0.376448310280119,1.0591963648813874,21,10.0
September 23,det,Detroit,21,phi,Philadelphia,56,2007,0,0,0,0,0,2.038614491391523,2.5154959560068515,-0.10659901376152292,-0.6142004048496972,1.2434392608201335,0.5211261705461385,0.6746379502073234,-0.12315628139709209,0.6276620385315581,-0.05028916298635576,0.8992020619860377,1.7636698939748476,2.252415613205504,0.7844000535394726,35,4.5
September 23,buf,Buffalo,7,nwe,New England,38,2007,0,0,0,0,0,2.8574172665448234,2.7241124105190524,-0.04470597616064964,-0.3454819132069582,3.6085267098469265,0.42309209646807777,2.1507624465156012,1.3671848045751418,-0.5972918020726331,1.80215593188586,2.4096054068137054,2.8213629111802896,1.310051381927675,2.3504170773758357,31,16.5
September 23,clt,Indianapolis,30,htx,Houston,24,2007,0,0,0,0,0,-1.609032084559006,-1.4374474688120664,-0.07934203750760149,3.03286389104729,-1.7686633693793592,-0.6214367629771919,-2.0923168578113365,-1.917569277093778,-0.36634134854855016,-1.66332988674918,-0.8210997866388936,-0.9301124779991753,-1.3284544221957775,-0.294937743490404,-6,-6.5
September 23,jax,Jacksonville,23,den,Denver,14,2007,0,0,0,0,0,-1.258930519902414,0.2812841319951444,0.6774159655675039,-1.1228795616309852,-1.7719857154446326,-0.9018818453077219,-2.2562274305350067,-1.4193594645006513,-2.522117160547453,-1.4530493967515765,-0.6522323455506203,0.9541481898220445,1.2907676206520147,0.688382319976078,-9,3.5
September 23,cin,Cincinnati,21,sea,Seattle,24,2007,0,0,0,0,0,0.6362087768316619,1.4911962540712163,1.4764646385738849,0.42169868600800375,0.7608809972147382,-0.347523356252756,0.6586433039404795,-0.021798978155608606,0.851592334757264,-0.021165281874563346,1.194609531606308,0.8827883831131484,-0.3571645490044589,0.857237173585707,3,3.0
September 23,cle,Cleveland,24,rai,Oakland,26,2007,0,0,0,0,0,-1.9315990726202668,-0.4208072809756618,-0.26021112173591343,-3.038078285524974,-1.0062035041283952,1.4575265481584738,-2.2727175905587544,-2.3187101382525666,-2.536157475144207,-1.6141663480842876,-0.669680336633885,-0.38580803336197944,1.3148723222465872,-1.046489557469914,2,3.0
September 23,car,Carolina,27,atl,Atlanta,20,2007,0,0,0,0,0,-0.2388659216249065,-1.038628821736308,-2.166596664541752,1.269006929600864,-0.6941441028195513,-0.05817144355027887,-0.023860891363553183,0.26511952434025854,-0.35230103395179574,0.7908327970040511,-1.417848802268784,-1.1953297375147849,-0.850040896078491,-0.9173674862204685,-7,-4.0
September 23,dal,Dallas,34,chi,Chicago,10,2007,0,0,0,0,0,-1.3954930939845882,-2.1967525701221873,1.678094246621919,2.496438973979125,-1.1962763989146858,0.3286207545387959,-1.238386459802525,-2.314421786445421,-1.0732330237175558,-2.2987134685213304,-0.7409294541367224,-2.2700687011831997,-2.261176772835779,-1.844402598483741,-24,3.0
September 24,oti,Tennessee,31,nor,New Orleans,14,2007,0,0,0,0,0,-0.9805452422603913,-1.2803378304910027,-1.7723350625786924,-0.8593751615915628,-0.3170634850966002,-1.6671531998053877,-0.25486774104213583,-1.0310836587632999,0.37565111311234245,-1.433009739198478,-0.8375654651290381,-0.6308033255576181,-1.082016248658762,-1.125955122190284,-17,4.5
September 30,htx,Houston,16,atl,Atlanta,26,2007,0,0,0,0,0,-1.0973246453519319,0.3529364090062299,-1.127015452125358,-1.5980526720704444,-1.4514219449582126,-0.5305281531966886,-1.7157546823235172,-1.520716767742135,0.12364018769312679,-1.4530493967515765,-0.36267855065845744,0.30121602469300646,0.5996625032301153,-0.36114641886250526,10,-2.5
September 30,rav,Baltimore,13,cle,Cleveland,27,2007,0,0,0,0,0,0.7129436619502629,-0.526317265080476,-1.6908208222470549,1.7123997845944636,0.9385244293568794,-1.291049198162649,0.8876680985914467,0.5649030822575627,-1.08727333831431,1.5336276796646753,1.7350451227832957,0.16167243213221238,-2.3190280566627544,1.913394357098424,14,-3.5
September 30,chi,Chicago,27,det,Detroit,37,2007,0,0,0,0,0,-1.1895262958299524,-1.3764376963986553,-3.2963879274455765,-3.3049034560447175,-0.7393341125282764,0.14027185937169517,-0.9924929595078342,0.16376222109877525,1.5444436953295164,-0.05483127476570304,-0.10653095332323634,1.270503288726577,0.5948415629111996,0.913522124788917,10,-2.5
September 30,gnb,Green Bay,23,min,Minnesota,16,2007,0,0,0,0,0,-0.9136371810705708,-0.21314469878864173,0.9186388428130283,-0.15470628813560128,-0.8887448384737159,0.2288053143863457,-0.38058127866622726,-1.31371380945202,1.6286855829100424,-1.4239255156397859,-0.6802923403959202,0.16167243213221238,2.4651072045101174,-0.6425711748785539,-7,0.0
September 30,rai,Oakland,35,mia,Miami,17,2007,0,0,0,0,0,0.4172178154577697,0.25501859304960395,-2.729213653815746,0.638370354013789,-0.3754914442232895,0.4207169417022253,-1.223616777323349,-0.23309028825286804,-1.3252439491367702,-0.8513318078705645,0.42078033605838217,0.5121194239626947,1.8029277290017038,-0.2651286852991124,-18,3.5
September 30,sea,Seattle,23,sfo,San Francisco,3,2007,0,0,0,0,0,-2.3911045760260308,-2.8410028772282483,-0.41380439464913776,0.8362097880409236,-2.115600169015451,0.030362011464371674,-0.3655776599131908,0.2736962279545511,1.3415738709989409,-0.7393783952027444,-2.6210569263587242,-2.7461893599684997,0.10678615615608311,-3.2812975510706615,-20,-1.5
September 30,tam,Tampa Bay,20,car,Carolina,7,2007,0,0,0,0,0,-1.9167361356949555,-2.301446417227627,0.27164419813620994,-1.342158275438425,-1.0586409533689671,0.8871357644340034,0.35643145790563757,0.37505353119603463,0.3896914277090978,-0.18228223320727577,-2.4070759382572944,-2.9741387057011632,-0.6132446031793045,-3.0462340220889303,-13,3.0
September 30,pit,Pittsburgh,14,crd,Arizona,21,2007,0,0,0,0,0,-1.6130709129665983,-1.698924499438819,-0.10475796520064262,-0.6317727196980558,-1.2330134742889634,-1.2019219544565356,-1.6659056566322978,-0.026087329962755753,0.14470065958825942,-0.7639601645351892,-0.2546090266334715,-1.4232790832474487,-1.0771953083398473,-1.6656240207052209,7,-5.5
September 30,den,Denver,20,clt,Indianapolis,38,2007,0,0,0,0,0,1.432795552365396,1.9697204930080814,2.029431346001691,-0.3612481144733948,2.3581208185057494,0.23296183522658764,1.6355204520966358,0.48069918624466346,-0.5551708582823701,0.3502321594557479,2.5382708638544322,1.5527664947051618,0.8461006767671285,1.7610916723318213,18,10.0
October 1,nwe,New England,34,cin,Cincinnati,13,2007,0,0,0,0,0,-2.590035805250647,0.05520120101203829,1.5798901134506151,-1.0046215775301162,-3.1632465287105442,-1.9511610142846965,-3.456127925840917,-2.909700550472885,-0.8282422555967184,-2.640987028739851,-0.7917434419463054,-0.03218502067450102,-0.1155473157863589,-0.42405981473984844,-21,-7.5
October 7,jax,Jacksonville,17,kan,Kansas City,7,2007,0,0,1,0,0,-2.1806519325664966,-1.5289830543706662,1.7299673035794765,-0.8847250100743559,-1.9949220269817556,-1.1870772371699572,-0.7694972535672664,-0.8197923486660403,-1.7871448561849386,-0.895953234756108,-2.031143898050062,-1.5659986966652386,-1.787584187037407,-0.9902046062667046,-10,-2.0
October 7,det,Detroit,3,was,Washington,34,2007,0,0,0,0,1,1.7773779412781736,1.6761333159618035,0.16238632817486875,0.6848244218228272,0.9982093181292979,0.7112564317876287,0.3985309173418856,0.7761943923548231,0.8726528066523955,1.0639031610045833,0.7099396920351336,0.7943826299412768,-0.1155473157863589,0.6552779822900283,31,3.5
October 7,sea,Seattle,0,pit,Pittsburgh,21,2007,0,0,0,0,0,0.21140294208431976,-0.29159545559888805,1.7848584003092025,-0.6360183488546038,0.2698183644317669,0.6007527951888421,0.3565484260425683,1.7726140175410776,0.851592334757264,1.8604036941094448,-0.5121333754772247,-0.613757379094643,0.10678615615608311,-0.05324576983454077,21,5.0
October 7,cle,Cleveland,17,nwe,New England,34,2007,0,0,0,0,0,2.115102958380866,3.4314914028131747,1.0847155879460502,-1.0678906317383121,2.8283010543101237,2.2180475931244343,0.4033967279831786,-0.22022523283142925,-1.311203634540016,0.6142182998975869,2.8316735074578365,2.5220537587387324,1.5516686151457748,1.7941960100178724,17,15.5
October 7,mia,Miami,19,htx,Houston,22,2007,0,0,0,0,0,0.9006972430429452,1.5312250234386773,-1.895400575247352,2.084702447974891,1.3522392527678508,-0.4324940791186279,0.20976813644566328,0.06669326966443612,-0.8422825701934726,0.9765315176692067,2.6398586386429788,1.7636698939748476,0.6044834435490286,2.486167593299414,3,4.5
October 7,car,Carolina,16,nor,New Orleans,13,2007,0,0,0,0,1,0.5596307032498604,0.38954044640004154,-2.458972036211743,0.3596895509300969,0.532005610634626,-0.5334970966540042,-0.13005590400410627,-0.6342311494116568,0.13768050228988118,-0.5090582476520435,-0.1200496940340152,-0.03218502067450102,-1.323633481876863,-0.013512987474355642,-3,3.5
October 7,atl,Atlanta,13,oti,Tennessee,20,2007,0,0,0,0,1,1.793350171032993,0.838819199316646,0.5439493838219889,-0.08273484161673643,1.5332050309752652,1.2721465964486889,2.104788203951868,1.7683256657339301,0.6206418812331809,1.9878546525510177,0.09927749677905462,0.10735857188629128,0.11642803679391317,0.08250474608903735,7,7.0
October 7,tam,Tampa Bay,14,clt,Indianapolis,33,2007,0,0,0,0,0,0.49354071346406225,0.009932793045674959,1.791996130820169,-1.580312826995052,1.3713648423856755,2.027917331882944,1.524576596951719,1.2744042049479498,0.6346821958299352,0.7462113701185058,-0.1629649802680062,-0.8417067248273067,-1.0868371889776776,-0.4637925971000336,19,8.5
October 7,rav,Baltimore,9,sfo,San Francisco,7,2007,0,0,0,0,0,-1.4114516795375422,-3.0381412849167746,-1.6908208222470549,1.0845377850360791,-0.555148857941846,-1.4811794594041392,1.3124481491536586,1.4642537560094806,0.6276620385315581,0.9765315176692067,-0.4685096130736566,-2.7461893599684997,-2.7926206424611273,-1.056413281638807,-2,-4.0
October 7,chi,Chicago,27,gnb,Green Bay,20,2007,0,0,0,0,0,1.215821561817493,0.2521763813006901,-1.378405489290429,-1.8976265604828164,1.2670926913058322,-1.0005097080772458,1.3862753236405492,1.9624635686026057,2.7693975359337077,1.2450597698903916,1.1912681549115334,2.433648005566861,1.3052304416087581,2.075620766033921,-7,3.0
October 8,dal,Dallas,25,buf,Buffalo,24,2007,0,0,0,0,0,-1.4053510770077335,-1.4200289330655762,0.9413083100135394,1.132462905972972,-1.976553489294617,-0.051639767944184345,-1.280864464858745,-2.314421786445421,-1.3182237918383952,-1.9273160271910177,-1.4033477489648856,-1.6884963427630573,-0.13001013674310236,-1.844402598483741,-1,-11.5
October 14,cin,Cincinnati,20,kan,Kansas City,27,2007,0,0,1,0,0,-1.0495063201261792,-0.13741782362812938,1.1139191777030955,-0.7041228304415174,-0.7327922900839869,1.3636489949206552,-0.33958981488071854,-0.6213660939902197,0.11662003039474966,-0.7639601645351892,-0.9548702414075287,-0.6680712393405642,-1.304349720601205,-0.4339835389087413,7,-2.5
October 14,min,Minnesota,34,chi,Chicago,31,2007,0,0,1,0,0,-0.3299943251233969,-1.4197953162909367,0.5615070184709771,1.841756072810088,-0.5078419969704485,0.8954488061144875,-0.23989176349828392,-1.7191430224179556,-3.6909097427646267,-0.7147966258702997,-1.5006520352961572,-1.671450396300085,-4.435731871798686,-0.7319604637678147,-3,5.0
October 14,was,Washington,14,gnb,Green Bay,17,2007,0,0,0,0,0,0.6502487555973344,0.04344159668930936,-0.024383045957964672,0.7211050441933418,0.968771117129996,-1.7562804435115014,1.60816303393038,0.9703322952234985,1.3415738709989409,0.5850944187857949,0.8325102693640218,0.3384839384759524,-0.14447295769984592,0.03614351905472013,3,3.0
October 14,mia,Miami,31,cle,Cleveland,41,2007,0,0,0,0,0,1.5562531140821054,1.9321146425646705,-1.228784727839768,2.3445074133093957,1.3745328839215631,-1.7634059078090587,0.80446020723276,0.36647682758174027,-1.08727333831431,1.5336276796646753,2.7480085643292096,1.957527346781561,1.7884649080449602,2.09880137955108,10,3.5
October 14,oti,Tennessee,10,tam,Tampa Bay,13,2007,0,0,0,0,0,0.3749274234220827,-1.3304490328817518,1.0110784757196325,0.13654387219070344,0.1733964002850708,-1.9523485916676226,2.2513345572749133,2.566319036244364,0.8656326493540194,2.095265953439493,-1.1349777607661722,-1.0185182311710468,-0.1348310770620179,-0.9968330509408383,3,2.0
October 14,htx,Houston,17,jax,Jacksonville,37,2007,0,0,0,0,0,1.3671711104343858,2.7206907219691243,0.28808134675740527,-1.576402258292569,1.0231711131038546,1.465839589838958,-0.2927415129401084,-0.6213660939902197,0.6136217239348037,-0.895953234756108,1.6110575931152535,1.6582181943400038,2.020440260625233,1.1883184361308319,20,6.0
October 14,car,Carolina,25,crd,Arizona,10,2007,0,0,0,0,0,0.40683196639110863,-0.24937738408200993,-1.5935409360685657,0.3163887233743461,0.46512471717348913,-1.6742786641029452,0.03985611622077978,1.1644701980921737,0.38267127041071963,1.3479289589995196,0.4206999343971383,-0.22604247348121448,-1.5604297747760496,0.37385322627397977,-15,6.0
October 14,nwe,New England,48,dal,Dallas,27,2007,0,0,0,0,0,-1.5450896047972473,0.34334061475884436,3.486177536738964,-0.9180199224186144,-1.8033350283340928,-0.2399886631112853,-2.351699794379166,-1.1109992029690545,-0.33826071935504143,-0.9696985427534452,0.20864337065132932,0.743244790552356,1.0684341487095728,0.35067261275682005,-21,-4.5
October 14,nor,New Orleans,28,sea,Seattle,17,2007,0,0,0,0,0,1.2118810974486078,1.7927020540654328,1.1299375677684196,1.211833221901672,0.7838288106128795,-0.44199469818203807,0.9221349599096544,-0.021798978155608606,0.851592334757264,0.5068069990091145,1.6377810372826456,1.7807158404378225,-0.8403990154406609,2.155086330754289,-11,5.5
October 21,rav,Baltimore,14,buf,Buffalo,19,2007,0,0,0,0,1,-0.011618090250914426,-1.6287637176769558,-0.9774249153722748,1.0195865437024505,0.18054097013066062,0.5151882836315073,1.3124481491536586,0.26511952434025854,-0.8422825701934726,0.9765315176692067,0.03168379322516035,-1.3891871903215,-3.0294169353603126,0.7512957158534213,5,-3.0
October 21,crd,Arizona,19,was,Washington,21,2007,0,0,0,0,0,0.959317275138302,0.45851373906208426,0.59233658269276,0.9105771463638753,0.5851486769627554,3.828810715453933,-0.14232037648957796,0.7761943923548231,1.8245352499422394,0.6679239503418243,0.4144920215842417,-0.4028539798249545,-1.082016248658762,-0.0863501075205905,2,8.0
October 21,nwe,New England,49,mia,Miami,28,2007,0,0,0,0,0,-3.7286328444239247,-1.0785647530786604,1.217344652579826,-1.4159794393097487,-4.322515348703584,-0.33505379373203026,-4.815424087639994,-3.209484108390189,-1.5632145599592326,-3.75517935273079,-2.2382486979996417,-1.5830446431282137,0.5948415629111996,-2.4900129547309655,-21,-15.5
October 21,oti,Tennessee,38,htx,Houston,36,2007,0,0,0,0,0,-0.6798767600544608,-1.5997967457320292,-1.760640047711894,1.5654711815304803,-0.1164208047131893,-0.6214367629771919,0.08495629940763372,-0.13173298501138453,-0.6043119593710113,0.052580026122772294,-0.37792828096255693,-0.6308033255576181,-0.8452199557595765,-0.48034476594305964,-2,2.5
October 21,atl,Atlanta,16,nor,New Orleans,22,2007,0,0,0,0,0,0.8272678347647571,1.502792630994072,-2.5552295558799276,-0.9271009789538772,1.243387825977005,-0.4390257547247224,-0.01911204885919071,-1.2295099134391223,0.37565111311234245,-1.1690235987566404,1.1672580129305836,1.4643607415332904,-0.3571645490044589,0.7281151023362615,6,7.5
October 21,tam,Tampa Bay,16,det,Detroit,23,2007,0,0,0,0,1,-2.330771422667057,-2.0258348040785066,-1.5059980616173414,-0.8441987585472907,-0.9917600599078302,2.3131127237451796,-1.1727767241183231,-1.423647816307796,-0.8352624128950934,-1.1107758365330573,-1.2039080149979775,-1.4232790832474487,-0.6132446031793045,-1.4967691670955934,7,2.5
October 21,kan,Kansas City,12,rai,Oakland,10,2007,0,0,0,0,0,-0.4570699706891399,-1.5920413501839632,-2.012097979696874,-0.30647031857829443,-0.06534315480460395,-0.05401492271003694,0.14031125884316165,0.062404917857288966,-0.15645136691959638,-0.16224257565417544,-1.0073348171491887,-0.9844263382450966,0.8316378558103852,-0.8610825350172602,-2,2.0
October 21,chi,Chicago,19,phi,Philadelphia,16,2007,0,0,0,0,0,0.81657324938011,0.045467671438850665,-0.8638248351512423,-3.9327654556031044,0.5091092320796134,0.6155975124754205,1.1738852983594443,1.6626800106853015,2.7693975359337077,0.8736623285600785,-0.6202431003328321,1.4643607415332904,2.252415613205504,0.7844000535394726,-3,5.5
October 21,min,Minnesota,14,dal,Dallas,24,2007,0,0,0,0,0,1.0353363235822235,1.00433409936155,0.6433721225385762,-0.669691925423459,0.6291331918688798,0.6102534142522522,-0.09121874580150857,0.0795583250858749,-2.9559374384021124,1.1421905807812636,0.22974677568353585,1.0425539429939132,-1.8309726499076366,1.4631147474727466,10,9.0
October 21,pit,Pittsburgh,28,den,Denver,31,2007,0,0,1,0,1,-1.0215919315778823,-0.8783535602903026,-0.1632330395346424,-0.7616752023653082,-1.6342988350557852,1.4599017029243266,-2.04820770213829,-0.6256544457973668,-1.5702347172576077,-1.3210563265306579,-1.2009208763879908,-0.8417067248273067,1.2907676206520147,-1.5365019494557766,3,-4.0
October 22,clt,Indianapolis,29,jax,Jacksonville,7,2007,0,0,1,0,0,-0.24370143585338577,-0.17840350874449507,1.6164351181783545,1.5389853403738898,-0.7208627051548805,0.8045401963339843,-0.9029327162371443,-1.018218603341863,0.6136217239348037,-1.291932445418867,-0.6047999352664326,-0.7362550251924619,0.32911962809852724,-0.294937743490404,-22,-3.0
